lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-en-part1.jsonl.gz	4066683407	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-en-part10.jsonl.gz	1068114445	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-en-part11.jsonl.gz	1094621369	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-en-part12.jsonl.gz	1073954697	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-en-part13.jsonl.gz	1087577826	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-en-part14.jsonl.gz	1000141144	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-en-part15.jsonl.gz	1114742659	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-en-part16.jsonl.gz	1137009586	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-en-part17.jsonl.gz	987444773	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-en-part18.jsonl.gz	1096454503	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-en-part19.jsonl.gz	1022531172	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-en-part2.jsonl.gz	2066639864	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-en-part20.jsonl.gz	237510843	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-en-part3.jsonl.gz	1570597815	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-en-part4.jsonl.gz	1318869836	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-en-part5.jsonl.gz	1036611547	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-en-part6.jsonl.gz	1126873367	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-en-part7.jsonl.gz	1115753913	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-en-part8.jsonl.gz	979118246	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-en-part9.jsonl.gz	1101842206	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/pages-zh.jsonl.gz	3815373778	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/qid_concepts.fat.jsonl.gz	251716336	已到
lhcos-data/demiwtg-data/datasets/demiwtg/kb/qid_edges/qid_edges.tsv.gz	1057650748	已到
lhcos-data/demiwtg-data/kb/meta_dumps/admin2Codes.txt	2375308	已到
lhcos-data/demiwtg-data/kb/meta_dumps/allCountries.zip	421858627	已到
lhcos-data/demiwtg-data/kb/meta_dumps/countryInfo.txt	31678	已到
lhcos-data/demiwtg-data/kb/meta_dumps/gadm_410-levels.zip	2683857383	已到
lhcos-data/demiwtg-data/kb/meta_dumps/getty_aat_full.zip	251953169	已到
lhcos-data/demiwtg-data/kb/meta_dumps/getty_tgn_full.zip	1980673268	已到
lhcos-data/demiwtg-data/kb/meta_dumps/getty_ulan_full.zip	638263409	已到
lhcos-data/demiwtg-data/kb/meta_dumps/osm/africa-wikidata.osm.pbf	131701595	已到
lhcos-data/demiwtg-data/kb/meta_dumps/osm/antarctica-wikidata.osm.pbf	7529221	已到
lhcos-data/demiwtg-data/kb/meta_dumps/osm/asia-wikidata.osm.pbf	801206867	已到
lhcos-data/demiwtg-data/kb/meta_dumps/osm/australia-oceania-wikidata.osm.pbf	131972249	已到
lhcos-data/demiwtg-data/kb/meta_dumps/osm/central-america-wikidata.osm.pbf	42478216	已到
lhcos-data/demiwtg-data/kb/meta_dumps/osm/europe-wikidata.osm.pbf	2073505597	已到
lhcos-data/demiwtg-data/kb/meta_dumps/osm/north-america-wikidata.osm.pbf	852711833	已到
lhcos-data/demiwtg-data/kb/meta_dumps/osm/south-america-wikidata.osm.pbf	226271820	已到
lhcos-data/demiwtg-data/kb/wikidata_bridges/wd_meta_bridge.nt.gz	133393921	已到
